time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1745973540507085300,31.290085205078125,-0.35423810542194706,0.026264343410730362,-0.15714275429161317,0.01472599245607853,-0.05050255647071022,0.9668794676086715,-0.1711355959688024,left,-0.004630148410797119,-0.36889935522481765,-3.17284093132019,-8.578983935788273,-0.19467849208382243,0.011421721428632736,0.001615971326828003,3.5361706778600808,-0.002363145351409912
1745973540547085300,31.330085205078124,-0.353572932315445,0.0023548249155282974,-0.15686596631312927,0.011134573258459568,-0.05022367167608333,0.9669215667733825,-0.17048695798620103,left,-0.001745760440826416,-0.3692194744677823,-3.1667417376622558,-8.580029645448922,-0.19476470435183116,-0.012015486136078835,0.0003521144390106201,3.539098548005521,-0.001139998435974121
1745973540587085600,31.37008544921875,-0.3532193849559876,-0.016459908336400986,-0.15661432884791604,0.016199875622987747,-0.050509048212518295,0.9669016634254116,-0.17108264361158904,left,0.0017448067665100098,-0.36961463011977647,-3.1632240849301216,-8.579836168703435,-0.19499242264298558,-0.017241742461919785,0.0011242032051086426,3.542712354588508,-0.0006545186042785645
1745973540627085600,31.41008544921875,-0.3530824962866843,-0.01788785494863987,-0.15643294710430952,0.009699365124106407,-0.05098107864665533,0.966862333726506,-0.17208887306519627,left,0.004949808120727539,-0.369910844667672,-3.161686500099301,-8.579284380039573,-0.1952100811897167,-0.017341474071145058,0.001051574945449829,3.5454207367643713,0.004340827465057373
1745973540667085300,31.450085205078125,-0.35299181127662077,-0.013796862214803696,-0.15630012297395307,0.0050565521232783794,-0.05135078415484848,0.9668319102744327,-0.17287603367819426,left,0.0032190680503845215,-0.37012070761275384,-3.160651311832666,-8.578872292107343,-0.19537017349150473,-0.002398691140115261,-0.0006835758686065674,3.5473397221282124,0.00150337815284729
1745973540707085300,31.490085205078124,-0.35299181127662077,-0.01651306264102459,-0.15630012297395307,-0.0034309704788029194,-0.05135078415484848,0.9668319102744327,-0.17287603367819426,left,0.0029001235961914062,-0.37012070761275384,-3.160651311832666,-8.578872292107343,-0.19537017349150473,0.007483218796551228,-0.00025159120559692383,3.5473397221282124,0.002148181200027466
1745973540747085300,31.530085205078127,-0.35389878918360557,-0.014385628513991833,-0.1566799892648945,-0.016927530989050865,-0.05180145247904258,0.9667893992057597,-0.17386445964026603,left,0.004146218299865723,-0.36946681488101907,-3.1692338467389343,-8.578176126536727,-0.19515665969615417,0.012014558538794518,-0.0011055469512939453,3.541360647718608,0.0014587640762329102
1745973540787085300,31.570085205078126,-0.35475730991940163,-0.006035255268216133,-0.15708130211593968,-0.01512289047241211,-0.05194626060091211,0.9667466426851261,-0.17425538693512,left,0.0025130510330200195,-0.3690464071851108,-3.177114078594744,-8.57684750828147,-0.19500754535310275,0.006214948836714029,-0.0007195770740509033,3.53751566272825,0.002120673656463623
1745973540827085600,31.61008544921875,-0.3555851749759778,0.0014128494076430798,-0.15748439694681884,-0.019562197849154472,-0.05191647411368521,0.9666937804686749,-0.17432736336455712,left,0.004417002201080322,-0.3688754467371299,-3.1844241093471646,-8.574781223401427,-0.1949525426895794,0.0036047229077667,-0.001811891794204712,3.5359520666733384,0.0021725893020629883
1745973540867085600,31.65008544921875,-0.3562286108443968,0.0037040330935269594,-0.1578211762821609,-0.013655594550073147,-0.05177202772198388,0.9666579888320771,-0.17413472174263914,left,0.0005072951316833496,-0.3687551141858695,-3.190089295502007,-8.573129364541172,-0.19489620939018698,0.006732100620865822,-0.0019063949584960938,3.5348511196941135,0.0005460083484649658
