time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1745973236209244200,0.218244140625,-0.2112249894574379,-0.10710667073726654,-0.08728388541535538,0.10902857780456543,4.157639772423779e-17,0.9393475180631841,-0.0740958353844477,left,0.020490050315856934,-0.6727184677109825,-1.6080926376335323,-7.499612244033813,-0.33167409917909857,-0.1081814244389534,-0.0017817765474319458,6.1106660690635435,0.0037974119186401367
1745973236249244200,0.258244140625,-0.2116541614025458,-0.12211155891418457,-0.08658906051983574,0.09876497089862823,-0.0021767349137116524,0.9390287910298561,-0.07910170985819287,left,0.0030630826950073242,-0.6745508651997157,-1.6089561225950717,-7.48796155372858,-0.33274995393278156,-0.07735295593738556,0.002298519015312195,6.124710376507044,0.00035256147384643555
1745973236289244200,0.298244140625,-0.21641574470574795,-0.12836137413978577,-0.0870805006488333,0.0924517884850502,-0.0047340221094778374,0.9372690826907244,-0.08740289469480421,left,-0.005423843860626221,-0.6839679425944408,-1.632134607478231,-7.423553086704016,-0.3375220219665656,-0.07301034778356552,-0.0018374621868133545,6.196562145274878,-0.0004926323890686035
1745973236329244200,0.338244140625,-0.2172399032286939,-0.11880472302436829,-0.08626193102481505,0.10069160163402557,-0.007614927141978415,0.9369002596283825,-0.09408615499751538,left,-0.00990748405456543,-0.6858689649636714,-1.6357104201383887,-7.410689513477682,-0.3387017271596232,-0.0824495479464531,0.0017457157373428345,6.210999835950136,0.002863466739654541
1745973236369244200,0.378244140625,-0.21615807247770688,-0.10989391058683395,-0.08476223641107496,0.09028894454240799,-0.010775750170983102,0.9371371789207689,-0.10027400876518243,left,0.0025859475135803223,-0.6845355471629544,-1.6294671418346465,-7.420537538275123,-0.338338948554011,-0.03618085756897926,-0.0045820921659469604,6.2008753322988746,-0.002707362174987793
1745973236409244400,0.418244384765625,-0.21425031555212556,-0.03310542553663254,-0.08294317722238449,0.10657735168933868,-0.013681171563684761,0.9372027994829266,-0.10577063532674734,left,0.009108304977416992,-0.6844175082073569,-1.615463166401535,-7.424346867430209,-0.3385026866630502,-0.029370252043008804,-0.006181403994560242,6.199978091198205,0.01782059669494629
1745973236449244200,0.458244140625,-0.21277372625431454,0.062466662377119064,-0.08207827403596663,0.0056623066775500774,-0.01418717890999968,0.9370524922714609,-0.10647497402580959,left,0.026529669761657715,-0.6856751801103931,-1.6028507914572954,-7.419096691817045,-0.3391083547426597,-0.047593217343091965,-0.020770102739334106,6.209529178875685,0.031830430030822754
1745973236489244200,0.498244140625,-0.21170654536852113,0.06899413466453552,-0.08161785785175274,0.0747259259223938,-0.013581845252418326,0.9364699243737024,-0.10527772792991295,left,0.0012947320938110352,-0.6895275286134496,-1.5898939869895576,-7.397360660827159,-0.34084904657877907,-0.07992590218782425,0.0021628737449645996,6.238723709177971,0.018870413303375244
1745973236529244200,0.538244140625,-0.21126440621943418,0.03111303597688675,-0.08063557715374008,0.1553124487400055,-0.014051186659373585,0.9348398062258418,-0.1073480802282407,left,-0.0035927295684814453,-0.6993510459417478,-1.5736954241216181,-7.337783851742744,-0.34550692587522386,-0.09479403495788574,0.020982027053833008,6.312748730331659,-0.0006254315376281738
1745973236569244200,0.578244140625,-0.20564143259516798,-0.049320146441459656,-0.0774833239264105,0.13512705266475677,-0.015681785016921256,0.9343164877469805,-0.10929304899638229,left,-0.006219804286956787,-0.7037030377163863,-1.5267860811695455,-7.3195526140034195,-0.34756726735354554,-0.055861182510852814,0.038302309811115265,6.345349269685149,-0.012273848056793213
